label,case,pair,cosine_similarity
text-embedding-3-large@3072,high/reordered-statements,10,0.930296003818512
text-embedding-3-large@3072,high/refactored-structure,01,0.9608227610588074
text-embedding-3-large@3072,high/refactored-structure,02,0.9570964574813843
text-embedding-3-large@3072,high/refactored-structure,03,0.9189662933349609
text-embedding-3-large@3072,high/refactored-structure,04,0.991981565952301
text-embedding-3-large@3072,high/refactored-structure,05,0.973916232585907
text-embedding-3-large@3072,high/refactored-structure,06,0.9889850616455078
text-embedding-3-large@3072,high/refactored-structure,07,0.8805570006370544
text-embedding-3-large@3072,high/refactored-structure,08,0.9464996457099915
text-embedding-3-large@3072,high/refactored-structure,09,0.9784687757492065
text-embedding-3-large@3072,high/refactored-structure,10,0.9755479097366333
text-embedding-3-large@3072,high/small-addition,01,0.9814836978912354
text-embedding-3-large@3072,high/small-addition,02,0.9974402189254761
text-embedding-3-large@3072,high/small-addition,03,0.9913544654846191
text-embedding-3-large@3072,high/small-addition,04,0.97818922996521
text-embedding-3-large@3072,high/small-addition,05,0.9267370700836182
text-embedding-3-large@3072,high/small-addition,06,0.965192437171936
text-embedding-3-large@3072,high/small-addition,07,0.9957321882247925
text-embedding-3-large@3072,high/small-addition,08,0.998500645160675
text-embedding-3-large@3072,high/small-addition,09,0.9813483953475952
text-embedding-3-large@3072,high/small-addition,10,0.9844356775283813
text-embedding-3-large@3072,high/small-additions-large,01,0.993939220905304
text-embedding-3-large@3072,high/small-additions-large,02,0.9971253275871277
text-embedding-3-large@3072,high/small-additions-large,03,0.9912746548652649
text-embedding-3-large@3072,high/small-additions-large,04,0.9931355714797974
text-embedding-3-large@3072,high/small-additions-large,05,0.9984796047210693
text-embedding-3-large@3072,high/small-additions-large,06,0.9914629459381104
text-embedding-3-large@3072,high/small-additions-large,07,0.9956648349761963
text-embedding-3-large@3072,high/small-additions-large,08,0.9976131916046143
text-embedding-3-large@3072,high/small-additions-large,09,0.9985209107398987
text-embedding-3-large@3072,high/small-additions-large,10,0.9906680583953857
text-embedding-3-large@3072,high/different-algorithm,01,0.6017966270446777
text-embedding-3-large@3072,high/different-algorithm,02,0.7391367554664612
text-embedding-3-large@3072,high/different-algorithm,03,0.6608010530471802
text-embedding-3-large@3072,high/different-algorithm,04,0.6041314005851746
text-embedding-3-large@3072,high/different-algorithm,05,0.7691622376441956
text-embedding-3-large@3072,high/different-algorithm,06,0.6574311852455139
text-embedding-3-large@3072,high/different-algorithm,07,0.6469890475273132
text-embedding-3-large@3072,high/different-algorithm,08,0.6648516058921814
text-embedding-3-large@3072,high/different-algorithm,09,0.767200767993927
text-embedding-3-large@3072,high/different-algorithm,10,0.6751042604446411
text-embedding-3-large@3072,high/transpiled,01,0.9163098335266113
text-embedding-3-large@3072,high/transpiled,02,0.9131993055343628
text-embedding-3-large@3072,high/transpiled,03,0.86567622423172
text-embedding-3-large@3072,high/transpiled,04,0.9551242589950562
text-embedding-3-large@3072,high/transpiled,05,0.8832327723503113
text-embedding-3-large@3072,high/transpiled,06,0.9395836591720581
text-embedding-3-large@3072,high/transpiled,07,0.92817622423172
text-embedding-3-large@3072,high/transpiled,08,0.7934606075286865
text-embedding-3-large@3072,high/transpiled,09,0.9123674631118774
text-embedding-3-large@3072,high/transpiled,10,0.858506977558136
text-embedding-3-large@3072,high/code-and-text,01,0.4367985129356384
text-embedding-3-large@3072,high/code-and-text,02,0.34980541467666626
text-embedding-3-large@3072,high/code-and-text,03,0.47279593348503113
text-embedding-3-large@3072,high/code-and-text,04,0.4807303547859192
text-embedding-3-large@3072,high/code-and-text,05,0.4905867278575897
text-embedding-3-large@3072,high/code-and-text,06,0.4222131073474884
text-embedding-3-large@3072,high/code-and-text,07,0.2797723114490509
text-embedding-3-large@3072,high/code-and-text,08,0.39729246497154236
text-embedding-3-large@3072,high/code-and-text,09,0.3064337968826294
text-embedding-3-large@3072,high/code-and-text,10,0.36551040410995483
text-embedding-3-large@3072,low/unrelated,01,0.11883530020713806
text-embedding-3-large@3072,low/unrelated,02,0.35743090510368347
text-embedding-3-large@3072,low/unrelated,03,0.19972781836986542
text-embedding-3-large@3072,low/unrelated,04,0.10483257472515106
text-embedding-3-large@3072,low/unrelated,05,0.25498533248901367
text-embedding-3-large@3072,low/unrelated,06,0.18019938468933105
text-embedding-3-large@3072,low/unrelated,07,0.26507750153541565
text-embedding-3-large@3072,low/unrelated,08,0.2871077060699463
text-embedding-3-large@3072,low/unrelated,09,0.2939113676548004
text-embedding-3-large@3072,low/unrelated,10,0.39467382431030273
text-embedding-3-large@3072,low/same-identifiers,01,0.8920566439628601
text-embedding-3-large@3072,low/same-identifiers,02,0.838933527469635
text-embedding-3-large@3072,low/same-identifiers,03,0.7378785610198975
text-embedding-3-large@3072,low/same-identifiers,04,0.8627122044563293
text-embedding-3-large@3072,low/same-identifiers,05,0.8803442120552063
text-embedding-3-large@3072,low/same-identifiers,06,0.8258109092712402
text-embedding-3-large@3072,low/same-identifiers,07,0.8564907908439636
text-embedding-3-large@3072,low/same-identifiers,08,0.7423481345176697
text-embedding-3-large@3072,low/same-identifiers,09,0.8721281886100769
text-embedding-3-large@3072,low/same-identifiers,10,0.8703594207763672
text-embedding-3-large@3072,low/small-shared-fragment,01,0.37402722239494324
text-embedding-3-large@3072,low/small-shared-fragment,02,0.44016218185424805
text-embedding-3-large@3072,low/small-shared-fragment,03,0.5537494421005249
text-embedding-3-large@3072,low/small-shared-fragment,04,0.25984662771224976
text-embedding-3-large@3072,low/small-shared-fragment,05,0.47162166237831116
text-embedding-3-large@3072,low/small-shared-fragment,06,0.4038132131099701
text-embedding-3-large@3072,low/small-shared-fragment,07,0.28868356347084045
text-embedding-3-large@3072,low/small-shared-fragment,08,0.6415553092956543
text-embedding-3-large@3072,low/small-shared-fragment,09,0.5445758104324341
text-embedding-3-large@3072,low/small-shared-fragment,10,0.5073150396347046
text-embedding-3-large@3072,low/small-shared-fragments-large,01,0.4642484784126282
text-embedding-3-large@3072,low/small-shared-fragments-large,02,0.42404767870903015
text-embedding-3-large@3072,low/small-shared-fragments-large,03,0.5279436707496643
text-embedding-3-large@3072,low/small-shared-fragments-large,04,0.32913193106651306
text-embedding-3-large@3072,low/small-shared-fragments-large,05,0.5132015347480774
text-embedding-3-large@3072,low/small-shared-fragments-large,06,0.4396558701992035
text-embedding-3-large@3072,low/small-shared-fragments-large,07,0.5367391705513
text-embedding-3-large@3072,low/small-shared-fragments-large,08,0.5263869166374207
text-embedding-3-large@3072,low/small-shared-fragments-large,09,0.6477988958358765
text-embedding-3-large@3072,low/small-shared-fragments-large,10,0.5924390554428101
text-embedding-3-large@3072,low/same-boilerplate,01,0.5091310143470764
text-embedding-3-large@3072,low/same-boilerplate,02,0.5851972699165344
text-embedding-3-large@3072,low/same-boilerplate,03,0.6366853713989258
text-embedding-3-large@3072,low/same-boilerplate,04,0.5106683969497681
text-embedding-3-large@3072,low/same-boilerplate,05,0.651857852935791
text-embedding-3-large@3072,low/same-boilerplate,06,0.5081139802932739
text-embedding-3-large@3072,low/same-boilerplate,07,0.5544858574867249
text-embedding-3-large@3072,low/same-boilerplate,08,0.5553847551345825
text-embedding-3-large@3072,low/same-boilerplate,09,0.549109935760498
text-embedding-3-large@3072,low/same-boilerplate,10,0.45294317603111267
text-embedding-3-large@3072,low/code-and-text,01,0.2639271020889282
text-embedding-3-large@3072,low/code-and-text,02,0.03822784125804901
text-embedding-3-large@3072,low/code-and-text,03,0.10739117115736008
text-embedding-3-large@3072,low/code-and-text,04,0.19679608941078186
text-embedding-3-large@3072,low/code-and-text,05,0.11671455949544907
text-embedding-3-large@3072,low/code-and-text,06,0.1779361069202423
text-embedding-3-large@3072,low/code-and-text,07,0.16116194427013397
text-embedding-3-large@3072,low/code-and-text,08,0.21328644454479218
text-embedding-3-large@3072,low/code-and-text,09,0.011546188965439796
text-embedding-3-large@3072,low/code-and-text,10,0.09983699768781662
text-embedding-3-small@1536,high/exact-copy,01,1.0
text-embedding-3-small@1536,high/exact-copy,02,1.0
text-embedding-3-small@1536,high/exact-copy,03,1.0000001192092896
text-embedding-3-small@1536,high/exact-copy,04,1.0
text-embedding-3-small@1536,high/exact-copy,05,0.9999999403953552
text-embedding-3-small@1536,high/exact-copy,06,0.9999998807907104
text-embedding-3-small@1536,high/exact-copy,07,1.0000001192092896
text-embedding-3-small@1536,high/exact-copy,08,0.9999992847442627
text-embedding-3-small@1536,high/exact-copy,09,0.9999998807907104
text-embedding-3-small@1536,high/exact-copy,10,0.9999998807907104
text-embedding-3-small@1536,high/formatting,01,0.9937012791633606
text-embedding-3-small@1536,high/formatting,02,0.9932010769844055
text-embedding-3-small@1536,high/formatting,03,0.9894806742668152
text-embedding-3-small@1536,high/formatting,04,0.9873301386833191
text-embedding-3-small@1536,high/formatting,05,0.9946365356445312
text-embedding-3-small@1536,high/formatting,06,0.9920343160629272
text-embedding-3-small@1536,high/formatting,07,0.9959524869918823
text-embedding-3-small@1536,high/formatting,08,0.990145206451416
text-embedding-3-small@1536,high/formatting,09,0.9881343245506287
text-embedding-3-small@1536,high/formatting,10,0.9748798608779907
text-embedding-3-small@1536,high/lang-similar-syntax,01,0.93277508020401
text-embedding-3-small@1536,high/lang-similar-syntax,02,0.8989185690879822
text-embedding-3-small@1536,high/lang-similar-syntax,03,0.8270249962806702
text-embedding-3-small@1536,high/lang-similar-syntax,04,0.8108540177345276
text-embedding-3-small@1536,high/lang-similar-syntax,05,0.8756576180458069
text-embedding-3-small@1536,high/lang-similar-syntax,06,0.9009237289428711
text-embedding-3-small@1536,high/lang-similar-syntax,07,0.8007543683052063
text-embedding-3-small@1536,high/lang-similar-syntax,08,0.8478479981422424
text-embedding-3-small@1536,high/lang-similar-syntax,09,0.804844081401825
text-embedding-3-small@1536,high/lang-similar-syntax,10,0.7657531499862671
text-embedding-3-small@1536,high/lang-different-syntax,01,0.5971651077270508
text-embedding-3-small@1536,high/lang-different-syntax,02,0.6378992199897766
text-embedding-3-small@1536,high/lang-different-syntax,03,0.7376287579536438
text-embedding-3-small@1536,high/lang-different-syntax,04,0.7995693683624268
text-embedding-3-small@1536,high/lang-different-syntax,05,0.6789361834526062
text-embedding-3-small@1536,high/lang-different-syntax,06,0.7433655858039856
text-embedding-3-small@1536,high/lang-different-syntax,07,0.699663519859314
text-embedding-3-small@1536,high/lang-different-syntax,08,0.6822876930236816
text-embedding-3-small@1536,high/lang-different-syntax,09,0.7588874101638794
text-embedding-3-small@1536,high/lang-different-syntax,10,0.8108968734741211
text-embedding-3-small@1536,high/renamed-identifiers,01,0.6813989877700806
text-embedding-3-small@1536,high/renamed-identifiers,02,0.8724552989006042
text-embedding-3-small@1536,high/renamed-identifiers,03,0.780246376991272
text-embedding-3-small@1536,high/renamed-identifiers,04,0.5675619840621948
text-embedding-3-small@1536,high/renamed-identifiers,05,0.8289917707443237
text-embedding-3-small@1536,high/renamed-identifiers,06,0.5691500306129456
text-embedding-3-small@1536,high/renamed-identifiers,07,0.6383081078529358
text-embedding-3-small@1536,high/renamed-identifiers,08,0.5433356165885925
text-embedding-3-small@1536,high/renamed-identifiers,09,0.7434689402580261
text-embedding-3-small@1536,high/renamed-identifiers,10,0.8448550701141357
text-embedding-3-small@1536,high/different-literals,01,0.9023127555847168
text-embedding-3-small@1536,high/different-literals,02,0.9114631414413452
text-embedding-3-small@1536,high/different-literals,03,0.9253149032592773
text-embedding-3-small@1536,high/different-literals,04,0.9500908255577087
text-embedding-3-small@1536,high/different-literals,05,0.9561818838119507
text-embedding-3-small@1536,high/different-literals,06,0.9746226668357849
text-embedding-3-small@1536,high/different-literals,07,0.9568436145782471
text-embedding-3-small@1536,high/different-literals,08,0.9891887307167053
text-embedding-3-small@1536,high/different-literals,09,0.950370192527771
text-embedding-3-small@1536,high/different-literals,10,0.8856931328773499
text-embedding-3-small@1536,high/reordered-statements,01,0.9776490330696106
text-embedding-3-small@1536,high/reordered-statements,02,0.9629313349723816
text-embedding-3-small@1536,high/reordered-statements,03,0.9608859419822693
text-embedding-3-small@1536,high/reordered-statements,04,0.9814491271972656
text-embedding-3-small@1536,high/reordered-statements,05,0.9756238460540771
text-embedding-3-small@1536,high/reordered-statements,06,0.9891121983528137
text-embedding-3-small@1536,high/reordered-statements,07,0.9392310976982117
text-embedding-3-small@1536,high/reordered-statements,08,0.965278148651123
text-embedding-3-small@1536,high/reordered-statements,09,0.9877372980117798
text-embedding-3-small@1536,high/reordered-statements,10,0.9042027592658997
text-embedding-3-small@1536,high/refactored-structure,01,0.982880711555481
text-embedding-3-small@1536,high/refactored-structure,02,0.9433432817459106
text-embedding-3-small@1536,high/refactored-structure,03,0.8590269684791565
text-embedding-3-small@1536,high/refactored-structure,04,0.9930535554885864
text-embedding-3-small@1536,high/refactored-structure,05,0.9723368287086487
text-embedding-3-small@1536,high/refactored-structure,06,0.9901827573776245
text-embedding-3-small@1536,high/refactored-structure,07,0.8420261740684509
text-embedding-3-small@1536,high/refactored-structure,08,0.9528836011886597
text-embedding-3-small@1536,high/refactored-structure,09,0.9789336919784546
text-embedding-3-small@1536,high/refactored-structure,10,0.963903546333313
text-embedding-3-small@1536,high/small-addition,01,0.9865241646766663
text-embedding-3-small@1536,high/small-addition,02,0.9974060654640198
text-embedding-3-small@1536,high/small-addition,03,0.9955620765686035
text-embedding-3-small@1536,high/small-addition,04,0.9935798048973083
text-embedding-3-small@1536,high/small-addition,05,0.9652001857757568
text-embedding-3-small@1536,high/small-addition,06,0.9874953031539917
text-embedding-3-small@1536,high/small-addition,07,0.9977346062660217
text-embedding-3-small@1536,high/small-addition,08,0.9981682300567627
text-embedding-3-small@1536,high/small-addition,09,0.9817590713500977
text-embedding-3-small@1536,high/small-addition,10,0.9883325695991516
text-embedding-3-small@1536,high/small-additions-large,01,0.9942818284034729
text-embedding-3-small@1536,high/small-additions-large,02,0.9981246590614319
text-embedding-3-small@1536,high/small-additions-large,03,0.9967882633209229
text-embedding-3-small@1536,high/small-additions-large,04,0.9916481971740723
text-embedding-3-small@1536,high/small-additions-large,05,0.9985408782958984
text-embedding-3-small@1536,high/small-additions-large,06,0.9931633472442627
text-embedding-3-small@1536,high/small-additions-large,07,0.9963200688362122
text-embedding-3-small@1536,high/small-additions-large,08,0.9985020160675049
text-embedding-3-small@1536,high/small-additions-large,09,0.9964975118637085
text-embedding-3-small@1536,high/small-additions-large,10,0.9892733693122864
text-embedding-3-small@1536,high/different-algorithm,01,0.4720999598503113
text-embedding-3-small@1536,high/different-algorithm,02,0.6555051803588867
text-embedding-3-small@1536,high/different-algorithm,03,0.6038049459457397
text-embedding-3-small@1536,high/different-algorithm,04,0.5710656642913818
text-embedding-3-small@1536,high/different-algorithm,05,0.7368893623352051
text-embedding-3-small@1536,high/different-algorithm,06,0.5864691734313965
text-embedding-3-small@1536,high/different-algorithm,07,0.6218031048774719
text-embedding-3-small@1536,high/different-algorithm,08,0.6529984474182129
text-embedding-3-small@1536,high/different-algorithm,09,0.7297751307487488
text-embedding-3-small@1536,high/different-algorithm,10,0.6886558532714844
text-embedding-3-small@1536,high/transpiled,01,0.9012773633003235
text-embedding-3-small@1536,high/transpiled,02,0.9252040982246399
text-embedding-3-small@1536,high/transpiled,03,0.8029981255531311
text-embedding-3-small@1536,high/transpiled,04,0.9719022512435913
text-embedding-3-small@1536,high/transpiled,05,0.9252724051475525
text-embedding-3-small@1536,high/transpiled,06,0.925344705581665
text-embedding-3-small@1536,high/transpiled,07,0.8933877348899841
text-embedding-3-small@1536,high/transpiled,08,0.8087731003761292
text-embedding-3-small@1536,high/transpiled,09,0.9096101522445679
text-embedding-3-small@1536,high/transpiled,10,0.8673003911972046
text-embedding-3-small@1536,high/code-and-text,01,0.388435423374176
text-embedding-3-small@1536,high/code-and-text,02,0.43381282687187195
text-embedding-3-small@1536,high/code-and-text,03,0.46246984601020813
text-embedding-3-small@1536,high/code-and-text,04,0.35790619254112244
text-embedding-3-small@1536,high/code-and-text,05,0.4263646900653839
text-embedding-3-small@1536,high/code-and-text,06,0.430266797542572
text-embedding-3-small@1536,high/code-and-text,07,0.32579097151756287
text-embedding-3-small@1536,high/code-and-text,08,0.39291903376579285
text-embedding-3-small@1536,high/code-and-text,09,0.3760605752468109
text-embedding-3-small@1536,high/code-and-text,10,0.40921664237976074
text-embedding-3-small@1536,low/unrelated,01,0.058819934725761414
text-embedding-3-small@1536,low/unrelated,02,0.4032372534275055
text-embedding-3-small@1536,low/unrelated,03,0.2117369920015335
text-embedding-3-small@1536,low/unrelated,04,0.17603343725204468
text-embedding-3-small@1536,low/unrelated,05,0.25616228580474854
text-embedding-3-small@1536,low/unrelated,06,0.17825084924697876
text-embedding-3-small@1536,low/unrelated,07,0.2840651869773865
text-embedding-3-small@1536,low/unrelated,08,0.28304827213287354
text-embedding-3-small@1536,low/unrelated,09,0.39339691400527954
text-embedding-3-small@1536,low/unrelated,10,0.5155282616615295
text-embedding-3-small@1536,low/same-identifiers,01,0.9308452010154724
text-embedding-3-small@1536,low/same-identifiers,02,0.8397260904312134
text-embedding-3-small@1536,low/same-identifiers,03,0.6748571395874023
text-embedding-3-small@1536,low/same-identifiers,04,0.88442462682724
text-embedding-3-small@1536,low/same-identifiers,05,0.9025211334228516
text-embedding-3-small@1536,low/same-identifiers,06,0.8265677690505981
text-embedding-3-small@1536,low/same-identifiers,07,0.9091877341270447
text-embedding-3-small@1536,low/same-identifiers,08,0.8365517854690552
text-embedding-3-small@1536,low/same-identifiers,09,0.896542489528656
text-embedding-3-small@1536,low/same-identifiers,10,0.9103598594665527
text-embedding-3-small@1536,low/small-shared-fragment,01,0.4070689380168915
text-embedding-3-small@1536,low/small-shared-fragment,02,0.4623815417289734
text-embedding-3-small@1536,low/small-shared-fragment,03,0.6101838946342468
text-embedding-3-small@1536,low/small-shared-fragment,04,0.34302830696105957
text-embedding-3-small@1536,low/small-shared-fragment,05,0.5472376942634583
text-embedding-3-small@1536,low/small-shared-fragment,06,0.5227481126785278
text-embedding-3-small@1536,low/small-shared-fragment,07,0.46529683470726013
text-embedding-3-small@1536,low/small-shared-fragment,08,0.7617722153663635
text-embedding-3-small@1536,low/small-shared-fragment,09,0.6071435809135437
text-embedding-3-small@1536,low/small-shared-fragment,10,0.6119300127029419
text-embedding-3-small@1536,low/small-shared-fragments-large,01,0.5954833030700684
text-embedding-3-small@1536,low/small-shared-fragments-large,02,0.5590977072715759
text-embedding-3-small@1536,low/small-shared-fragments-large,03,0.6311711072921753
text-embedding-3-small@1536,low/small-shared-fragments-large,04,0.44855770468711853
text-embedding-3-small@1536,low/small-shared-fragments-large,05,0.577359676361084
text-embedding-3-small@1536,low/small-shared-fragments-large,06,0.5302742123603821
text-embedding-3-small@1536,low/small-shared-fragments-large,07,0.6641190052032471
text-embedding-3-small@1536,low/small-shared-fragments-large,08,0.7740792632102966
text-embedding-3-small@1536,low/small-shared-fragments-large,09,0.7077854871749878
text-embedding-3-small@1536,low/small-shared-fragments-large,10,0.6683126091957092
text-embedding-3-small@1536,low/same-boilerplate,01,0.5733792781829834
text-embedding-3-small@1536,low/same-boilerplate,02,0.6421763300895691
text-embedding-3-small@1536,low/same-boilerplate,03,0.6881303787231445
text-embedding-3-small@1536,low/same-boilerplate,04,0.4977433383464813
text-embedding-3-small@1536,low/same-boilerplate,05,0.600223183631897
text-embedding-3-small@1536,low/same-boilerplate,06,0.4937748312950134
text-embedding-3-small@1536,low/same-boilerplate,07,0.5868710875511169
text-embedding-3-small@1536,low/same-boilerplate,08,0.5769547820091248
text-embedding-3-small@1536,low/same-boilerplate,09,0.6553389430046082
text-embedding-3-small@1536,low/same-boilerplate,10,0.4615533947944641
text-embedding-3-small@1536,low/code-and-text,01,0.31524479389190674
text-embedding-3-small@1536,low/code-and-text,02,0.12010030448436737
text-embedding-3-small@1536,low/code-and-text,03,0.1863405704498291
text-embedding-3-small@1536,low/code-and-text,04,0.25585052371025085
text-embedding-3-small@1536,low/code-and-text,05,0.17421403527259827
text-embedding-3-small@1536,low/code-and-text,06,0.19933393597602844
text-embedding-3-small@1536,low/code-and-text,07,0.14515478909015656
text-embedding-3-small@1536,low/code-and-text,08,0.22436924278736115
text-embedding-3-small@1536,low/code-and-text,09,0.08882942795753479
text-embedding-3-small@1536,low/code-and-text,10,0.19096964597702026
gemini-embedding-2@3072,high/exact-copy,01,1.0
gemini-embedding-2@3072,high/exact-copy,02,1.0
gemini-embedding-2@3072,high/exact-copy,03,1.0000001192092896
gemini-embedding-2@3072,high/exact-copy,04,1.0000001192092896
gemini-embedding-2@3072,high/exact-copy,05,1.0000001192092896
gemini-embedding-2@3072,high/exact-copy,06,1.0000001192092896
gemini-embedding-2@3072,high/exact-copy,07,1.0
gemini-embedding-2@3072,high/exact-copy,08,1.0
gemini-embedding-2@3072,high/exact-copy,09,1.0
gemini-embedding-2@3072,high/exact-copy,10,1.0000001192092896
gemini-embedding-2@3072,high/formatting,01,0.954049825668335
gemini-embedding-2@3072,high/formatting,02,0.9599664807319641
gemini-embedding-2@3072,high/formatting,03,0.9515185952186584
gemini-embedding-2@3072,high/formatting,04,0.9643936157226562
gemini-embedding-2@3072,high/formatting,05,0.9791191816329956
gemini-embedding-2@3072,high/formatting,06,0.9796012043952942
gemini-embedding-2@3072,high/formatting,07,0.9727864861488342
gemini-embedding-2@3072,high/formatting,08,0.969510018825531
gemini-embedding-2@3072,high/formatting,09,0.977257490158081
gemini-embedding-2@3072,high/formatting,10,0.9544110298156738
gemini-embedding-2@3072,high/lang-similar-syntax,01,0.9532977938652039
gemini-embedding-2@3072,high/lang-similar-syntax,02,0.974860668182373
gemini-embedding-2@3072,high/lang-similar-syntax,03,0.9253659248352051
gemini-embedding-2@3072,high/lang-similar-syntax,04,0.9330057501792908
gemini-embedding-2@3072,high/lang-similar-syntax,05,0.955794095993042
gemini-embedding-2@3072,high/lang-similar-syntax,06,0.9332666397094727
gemini-embedding-2@3072,high/lang-similar-syntax,07,0.9437837600708008
gemini-embedding-2@3072,high/lang-similar-syntax,08,0.9478791356086731
gemini-embedding-2@3072,high/lang-similar-syntax,09,0.9360587000846863
gemini-embedding-2@3072,high/lang-similar-syntax,10,0.9006109833717346
gemini-embedding-2@3072,high/lang-different-syntax,01,0.9089694023132324
gemini-embedding-2@3072,high/lang-different-syntax,02,0.8740370273590088
gemini-embedding-2@3072,high/lang-different-syntax,03,0.964296281337738
gemini-embedding-2@3072,high/lang-different-syntax,04,0.9541162252426147
gemini-embedding-2@3072,high/lang-different-syntax,05,0.8760170340538025
gemini-embedding-2@3072,high/lang-different-syntax,06,0.9189834594726562
gemini-embedding-2@3072,high/lang-different-syntax,07,0.9362432360649109
gemini-embedding-2@3072,high/lang-different-syntax,08,0.8893753886222839
gemini-embedding-2@3072,high/lang-different-syntax,09,0.9490076303482056
gemini-embedding-2@3072,high/lang-different-syntax,10,0.9538414478302002
gemini-embedding-2@3072,high/renamed-identifiers,01,0.8794851303100586
gemini-embedding-2@3072,high/renamed-identifiers,02,0.8756663799285889
gemini-embedding-2@3072,high/renamed-identifiers,03,0.9036177396774292
gemini-embedding-2@3072,high/renamed-identifiers,04,0.8954439163208008
gemini-embedding-2@3072,high/renamed-identifiers,05,0.9061721563339233
gemini-embedding-2@3072,high/renamed-identifiers,06,0.9133732318878174
gemini-embedding-2@3072,high/renamed-identifiers,07,0.870587170124054
gemini-embedding-2@3072,high/renamed-identifiers,08,0.9091591835021973
gemini-embedding-2@3072,high/renamed-identifiers,09,0.8804618120193481
gemini-embedding-2@3072,high/renamed-identifiers,10,0.9579830765724182
gemini-embedding-2@3072,high/different-literals,01,0.8846037983894348
gemini-embedding-2@3072,high/different-literals,02,0.8167416453361511
gemini-embedding-2@3072,high/different-literals,03,0.8407565355300903
gemini-embedding-2@3072,high/different-literals,04,0.9097084403038025
gemini-embedding-2@3072,high/different-literals,05,0.8999065160751343
gemini-embedding-2@3072,high/different-literals,06,0.897048830986023
gemini-embedding-2@3072,high/different-literals,07,0.9435632824897766
gemini-embedding-2@3072,high/different-literals,08,0.9422299861907959
gemini-embedding-2@3072,high/different-literals,09,0.893701434135437
gemini-embedding-2@3072,high/different-literals,10,0.9030114412307739
gemini-embedding-2@3072,high/reordered-statements,01,0.9630343914031982
gemini-embedding-2@3072,high/reordered-statements,02,0.9728685021400452
gemini-embedding-2@3072,high/reordered-statements,03,0.9851045608520508
gemini-embedding-2@3072,high/reordered-statements,04,0.9851229786872864
gemini-embedding-2@3072,high/reordered-statements,05,0.9825754761695862
gemini-embedding-2@3072,high/reordered-statements,06,0.9900455474853516
gemini-embedding-2@3072,high/reordered-statements,07,0.9686734676361084
gemini-embedding-2@3072,high/reordered-statements,08,0.9762192964553833
gemini-embedding-2@3072,high/reordered-statements,09,0.9917970895767212
gemini-embedding-2@3072,high/reordered-statements,10,0.9811991453170776
gemini-embedding-2@3072,high/refactored-structure,01,0.9620047807693481
gemini-embedding-2@3072,high/refactored-structure,02,0.9818208813667297
gemini-embedding-2@3072,high/refactored-structure,03,0.9624897241592407
gemini-embedding-2@3072,high/refactored-structure,04,0.9892502427101135
gemini-embedding-2@3072,high/refactored-structure,05,0.9817865490913391
gemini-embedding-2@3072,high/refactored-structure,06,0.9887256622314453
gemini-embedding-2@3072,high/refactored-structure,07,0.961995542049408
gemini-embedding-2@3072,high/refactored-structure,08,0.9774603843688965
gemini-embedding-2@3072,high/refactored-structure,09,0.9813313484191895
gemini-embedding-2@3072,high/refactored-structure,10,0.9803285002708435
gemini-embedding-2@3072,high/small-addition,01,0.9889893531799316
gemini-embedding-2@3072,high/small-addition,02,0.9874973893165588
gemini-embedding-2@3072,high/small-addition,03,0.9859979748725891
gemini-embedding-2@3072,high/small-addition,04,0.9805517792701721
gemini-embedding-2@3072,high/small-addition,05,0.9599273800849915
gemini-embedding-2@3072,high/small-addition,06,0.9766631126403809
gemini-embedding-2@3072,high/small-addition,07,0.9900513887405396
gemini-embedding-2@3072,high/small-addition,08,0.9892292022705078
gemini-embedding-2@3072,high/small-addition,09,0.9760217666625977
gemini-embedding-2@3072,high/small-addition,10,0.9818834662437439
gemini-embedding-2@3072,high/small-additions-large,01,0.9852268099784851
gemini-embedding-2@3072,high/small-additions-large,02,0.9913243055343628
gemini-embedding-2@3072,high/small-additions-large,03,0.9895486831665039
gemini-embedding-2@3072,high/small-additions-large,04,0.9844249486923218
gemini-embedding-2@3072,high/small-additions-large,05,0.988088846206665
gemini-embedding-2@3072,high/small-additions-large,06,0.9787684679031372
gemini-embedding-2@3072,high/small-additions-large,07,0.9899697303771973
gemini-embedding-2@3072,high/small-additions-large,08,0.9907404780387878
gemini-embedding-2@3072,high/small-additions-large,09,0.9914379715919495
gemini-embedding-2@3072,high/small-additions-large,10,0.9874725937843323
gemini-embedding-2@3072,high/different-algorithm,01,0.817099392414093
gemini-embedding-2@3072,high/different-algorithm,02,0.8443470001220703
gemini-embedding-2@3072,high/different-algorithm,03,0.8627735376358032
gemini-embedding-2@3072,high/different-algorithm,04,0.8817938566207886
gemini-embedding-2@3072,high/different-algorithm,05,0.8449816703796387
gemini-embedding-2@3072,high/different-algorithm,06,0.8723242878913879
gemini-embedding-2@3072,high/different-algorithm,07,0.8769972324371338
gemini-embedding-2@3072,high/different-algorithm,08,0.9012172222137451
gemini-embedding-2@3072,high/different-algorithm,09,0.9259234070777893
gemini-embedding-2@3072,high/different-algorithm,10,0.9072827696800232
gemini-embedding-2@3072,high/transpiled,01,0.9672572016716003
gemini-embedding-2@3072,high/transpiled,02,0.9652196168899536
gemini-embedding-2@3072,high/transpiled,03,0.925287663936615
gemini-embedding-2@3072,high/transpiled,04,0.9483329653739929
gemini-embedding-2@3072,high/transpiled,05,0.9629046320915222
gemini-embedding-2@3072,high/transpiled,06,0.95595383644104
